證券代碼,股票簡稱,上市板,所屬行業,最近收盤股價,流通股份,市值(百萬),Q4sales,Q3sales,Q4NI,Q3NI,corr,corr1,predict112Sales,predict112NI,predict112EPS,Div,EPS,corr,predict112Div,預估年度殖利率(%),預估配發股利總金額(百萬),預估殖利率5%股價
2368.TW,金像電,上市,電子零組件業,220.0,486688000,107071.36,"[18990719.0, 23398323.0, 26607474.0, 32785064.0]","[13331582.0, 17785988.0, 19220701.0, 24304822.0]","[129726.0, 2066612.0, 2926854.0, 4567875.0]","[-196881.0, 1711187.0, 2108704.0, 3622473.0]",0.9940205909418887,0.995822615775682,29076129.975491296,3125520.989632174,6.422021890065451,"[0.0, 1.5, 2.2, 3.5]","[0.24, 3.82, 5.41, 8.86]",0.9994639480331309,2.549205691385757,1.159%,1240.6678195291513,50.984113827715134
2369.TW,菱生,上市,半導體業,23.3,374443008,8724.5220864,"[4719390.0, 5457586.0, 7733302.0, 6006806.0]","[3462817.0, 3935072.0, 5766223.0, 4769838.0]","[-552011.0, -164343.0, 873849.0, 207291.0]","[-442833.0, -111163.0, 591961.0, 195307.0]",0.983772214014635,0.9953702168629971,5625668.928619177,-135641.3052474443,-0.3622481989233574,"[0.0, 0.0, 1.2891, 0.3]","[-1.47, -0.44, 2.35, 0.56]",0.9387468426618311,0.18137666684037954,0.778%,67.91522471272556,3.6275333368075904
2371.TW,大同,上市,電機機械,57.0,2240740096,127722.185472,"[35423015.0, 31641355.0, 29604806.0, 34538960.0]","[24569850.0, 24121793.0, 22040757.0, 21708294.0]","[2875879.0, -1076337.0, 3672119.0, 9377353.0]","[1004260.0, -690.0, 1266655.0, 9068883.0]",0.31364648162373854,0.9315506547335658,40174627.866802245,2518730.48145663,1.1240618606115351,"[0.0, 0.0, 0.0, 0.0]","[1.24, -0.46, 1.57, 4.02]",,0.0,0.000%,0.0,0.0
2373.TW,震旦行,上市,其他電子業,71.0,223704992,15883.054432,"[13605113.0, 12950974.0, 13577257.0, 12576325.0]","[10243098.0, 9383305.0, 9993406.0, 9379866.0]","[1374792.0, 1438309.0, 1391539.0, 1309368.0]","[1017510.0, 1013671.0, 994215.0, 933578.0]",0.9321775258518028,0.8482846695545281,12072861.301924575,1169608.117534227,5.228350548092494,"[6.0, 6.0, 6.0, 4.7]","[6.12, 6.4, 6.19, 5.82]",0.8683696928493603,3.5478205308387185,4.997%,793.6651634687113,70.95641061677436
2374.TW,佳能,上市,光電業,56.4,287534016,16216.9185024,"[6591161.0, 3442017.0, 3575369.0, 5285957.0]","[5375794.0, 2488706.0, 2370694.0, 3995613.0]","[-399264.0, -459802.0, 684119.0, 135363.0]","[-180775.0, -400876.0, 694844.0, 179752.0]",0.9965128690762433,0.9893824438516462,4777402.540245786,166226.71171479748,0.5781114666961612,"[0.3, 0.5, 1.0, 0.45]","[-1.41, -1.63, 2.42, 0.48]",0.8568957557446848,0.6469057797167453,1.147%,186.00741681556713,12.938115594334906
2375.TW,凱美,上市,電子零組件業,71.7,108675000,7791.9975,"[4547218.0, 4466552.0, 7715536.0, 5868312.0]","[3455837.0, 3249275.0, 5979507.0, 4591710.0]","[330361.0, 562559.0, 1170920.0, 612123.0]","[199780.0, 417207.0, 991722.0, 606267.0]",0.997736331339471,0.9778223646543379,4822273.922872116,438722.1379713201,4.037010701369405,"[0.5, 2.0, 2.0, 1.5]","[2.83, 3.42, 8.62, 4.97]",0.5780323067405426,1.2184136917945567,1.699%,132.41110795577345,24.368273835891134
2376.TW,技嘉,上市,電腦及週邊設備業,317.0,635689024,201513.420608,"[61781254.0, 84602841.0, 121905357.0, 107263644.0]","[46009182.0, 61145012.0, 91448797.0, 79464006.0]","[1939241.0, 4374329.0, 13337960.0, 6538521.0]","[1549362.0, 3272780.0, 9637602.0, 5217846.0]",0.9987593062996561,0.9982974215348672,122345165.12585925,4403982.225806717,6.927887787168584,"[2.2, 5.0, 12.0, 6.2]","[3.05, 6.88, 21.01, 10.29]",0.9967650336677584,4.551871612337054,1.436%,2893.5748226198484,91.03743224674108
2377.TW,微星,上市,電腦及週邊設備業,180.0,844856000,152074.08,"[120491417.0, 146502789.0, 201810152.0, 180411242.0]","[88446152.0, 104596945.0, 146533937.0, 139620893.0]","[5587210.0, 7959505.0, 16921005.0, 9962520.0]","[4275661.0, 5966882.0, 13040226.0, 9417442.0]",0.9874551264570275,0.9724647445977851,180204509.39620402,8419433.404353844,9.96552478097314,"[4.2, 6.1, 10.5, 6.6]","[6.61, 9.42, 20.03, 11.79]",0.9942271266777802,5.941838184029605,3.301%,5019.997640806516,118.83676368059209
2379.TW,瑞昱,上市,半導體業,570.0,512863008,292331.91456,"[60744006.0, 77759470.0, 105504286.0, 111789791.0]","[44059307.0, 55674973.0, 78134679.0, 90027673.0]","[6790283.0, 8793477.0, 16852759.0, 16204052.0]","[5146829.0, 6168245.0, 12247291.0, 14070401.0]",0.990143815410939,0.973571310052834,95322078.80504528,9411130.524506342,18.35018392378641,"[11.0, 14.0, 27.0, 27.0]","[13.36, 17.24, 33.0, 31.62]",0.9982930042442948,15.125889957906507,2.654%,7757.509422488925,302.5177991581301
2380.TW,虹光,上市,電腦及週邊設備業,6.98,216542000,1511.46316,"[1633335.0, 1835372.0, 2828116.0, 2832440.0]","[1253392.0, 1099697.0, 2199482.0, 2225142.0]","[-198146.0, -412651.0, -125928.0, -32399.0]","[-327752.0, -401447.0, -79975.0, 21863.0]",0.9726042301289528,0.9104221353322937,1851464.5040413816,-349532.62412412895,-1.6141562566344125,"[0.0, 0.0, 0.0, 0.0]","[-1.22, -2.36, -0.69, -0.17]",,0.0,0.000%,0.0,0.0
2382.TW,廣達,上市,電腦及週邊設備業,341.0,3854520064,1314391.341824,"[1029611414.0, 1090858851.0, 1129453350.0, 1280429312.0]","[732212930.0, 787828383.0, 790819725.0, 954323834.0]","[15942712.0, 25327631.0, 33652524.0, 28957466.0]","[11429048.0, 16702389.0, 24370059.0, 19971045.0]",0.9874432992414605,0.9898773522258167,1112153290.0817535,41329448.02332288,10.722333088709766,"[3.7, 5.2, 6.6, 6.0]","[4.14, 6.57, 8.73, 7.51]",0.9974421168101705,7.941085825462186,2.329%,30609.074644189997,158.8217165092437
2383.TW,台光電,上市,電子零組件業,509.0,344278016,175237.510144,"[24865522.0, 27200786.0, 38500026.0, 38672549.0]","[18085159.0, 19683479.0, 28338062.0, 29784514.0]","[3240845.0, 3688999.0, 5493218.0, 5072874.0]","[2105007.0, 2713348.0, 4003422.0, 3713842.0]",0.9957568967009488,0.9931184869124846,37751265.75235294,4822386.173147894,14.00724399767627,"[6.0, 7.0, 10.0, 8.5]","[10.14, 11.33, 16.5, 15.24]",0.9787204830161356,8.271022326226516,1.625%,2847.5311567649696,165.42044652453032
2385.TW,群光,上市,電子零組件業,166.5,731134016,121733.813664,"[92552325.0, 95082227.0, 107474079.0, 115748378.0]","[67914043.0, 69627540.0, 77778734.0, 88145642.0]","[5838817.0, 5466764.0, 6154426.0, 7320081.0]","[4587421.0, 4215897.0, 4487984.0, 5617606.0]",0.9872695697843744,0.9716824516307062,100426300.33408393,7040514.264148408,9.629581048173264,"[5.9, 5.5, 6.1, 7.5]","[8.45, 7.8, 8.71, 10.26]",0.996249127049767,6.935276117101782,4.165%,5070.616279565512,138.70552234203564
2387.TW,精元,上市,電腦及週邊設備業,56.5,193520992,10933.936048,"[12866741.0, 21179505.0, 24058229.0, 24571786.0]","[9111859.0, 14487895.0, 17352639.0, 18426862.0]","[7744.0, 1224779.0, 1024903.0, 1443111.0]","[58291.0, 815389.0, 824076.0, 1112151.0]",0.9905836816206165,0.9882375059200199,22381177.87865595,1351540.9672668972,6.983950181832973,"[1.0, 2.0, 3.0, 3.5]","[0.04, 6.39, 5.31, 7.48]",0.8462585140361477,2.9948983410883434,5.301%,579.5756979065706,59.897966821766865
2388.TW,威盛,上市,半導體業,126.5,499760992,63219.765488,"[5527213.0, 6502715.0, 7001135.0, 9296632.0]","[4119247.0, 4748703.0, 5063311.0, 7092640.0]","[42493.0, 4722646.0, 3960944.0, -83635.0]","[37562.0, -144641.0, 835912.0, -89798.0]",0.9965699541953337,0.36086828710575936,11018778.939212546,2060967.5322230125,4.123906357667492,"[0.0, 0.8, 1.0, 0.15]","[0.09, 9.57, 8.01, -0.17]",0.9466858099619011,0.4649665647125722,0.368%,232.3721516275873,9.299331294251443
2390.TW,云辰,上市,其他電子業,14.0,192619008,2696.666112,"[621283.0, 531099.0, 591470.0, 591125.0]","[472962.0, 395703.0, 443004.0, 418245.0]","[-180666.0, 195268.0, 1426567.0, -865661.0]","[-117666.0, 188169.0, 1357508.0, -767344.0]",0.910978334327559,0.9998019363405731,627547.3485895459,-50746.36899214603,-0.26345462744853315,"[0.0, 0.0, 1.0, 0.0]","[-0.84, 0.91, 6.67, -4.11]",0.8875652486615769,0.15950074837967174,1.139%,30.722875928149975,3.1900149675934344
2392.TW,正崴,上市,電子零組件業,90.0,462824000,41654.16,"[97820336.0, 89552100.0, 86800735.0, 94102594.0]","[69322603.0, 62342308.0, 58484913.0, 66200653.0]","[1987361.0, 1967432.0, 921042.0, 1522518.0]","[1356253.0, 1485211.0, 721556.0, 1245864.0]",0.9935325384766922,0.9669618158577851,88673606.23553473,1423964.525321353,3.07668687302593,"[2.5, 2.5, 1.5, 2.2]","[4.1, 4.06, 1.9, 3.14]",0.9902637900482886,2.074051758285947,2.305%,959.920930976935,41.481035165718936
2393.TW,億光,上市,光電業,75.5,443392992,33476.170896,"[20966541.0, 21637035.0, 25022009.0, 19888289.0]","[15519777.0, 16026442.0, 19264924.0, 15431460.0]","[822244.0, 1236141.0, 1939688.0, 1230836.0]","[598437.0, 914917.0, 1676131.0, 1282317.0]",0.976455026840161,0.936657347069686,18128416.309085622,1505679.6166402078,3.3958128427979477,"[1.4, 2.25, 3.5, 2.5]","[1.86, 2.79, 4.37, 2.78]",0.9837176419760333,2.7762362224607986,3.677%,1230.9636851756711,55.52472444921597
2395.TW,研華,上市,電腦及週邊設備業,372.5,860448000,320516.88,"[54144662.0, 51119408.0, 58622050.0, 68744701.0]","[40658886.0, 38340209.0, 42877954.0, 51557924.0]","[7351220.0, 7247955.0, 8250224.0, 10757077.0]","[5651450.0, 5543660.0, 5977551.0, 8214278.0]",0.9954103009180639,0.9908553403461187,66222124.32777868,11230817.449155103,13.052290724314664,"[7.8, 7.1, 8.0, 10.0]","[10.51, 9.4, 10.67, 13.85]",0.9994453947698291,9.489259361737608,2.547%,8165.014239288401,189.78518723475213
2397.TW,友通,上市,電腦及週邊設備業,91.2,114489000,10441.3968,"[7031784.0, 8349522.0, 13211276.0, 16189529.0]","[4790106.0, 6257052.0, 9018856.0, 11842778.0]","[630936.0, 405046.0, 615903.0, 528230.0]","[512463.0, 327307.0, 199875.0, 393157.0]",0.9934223066204897,0.14211113824170132,15982123.026112769,535823.0355808683,4.680126785812334,"[5.0, 3.0, 3.6, 4.0]","[5.51, 3.54, 5.38, 4.61]",0.7543830932497922,3.8440387033806003,4.215%,440.1001471113415,76.880774067612
2399.TW,映泰,上市,電腦及週邊設備業,22.35,178100000,3980.5350000000003,"[2279734.0, 2104572.0, 2774796.0, 2236385.0]","[1658062.0, 1507098.0, 1912264.0, 1728938.0]","[7420.0, 142691.0, 361675.0, 12851.0]","[-32272.0, 106782.0, 274942.0, 55868.0]",0.9261880467684878,0.9639378104015217,2476961.924264983,29281.839261956786,0.16441234846691063,"[0.0, 0.4, 1.2, 0.0]","[0.04, 0.8, 2.03, 0.07]",0.998832363904124,0.05412296588441168,0.242%,9.63930022401372,1.0824593176882336
2401.TW,凌陽,上市,半導體業,37.15,588435008,21860.3605472,"[5512330.0, 6414140.0, 7960831.0, 6705708.0]","[4188646.0, 4586008.0, 5932491.0, 5536370.0]","[15309.0, 323403.0, 1182785.0, 215899.0]","[14717.0, 132496.0, 804786.0, 346505.0]",0.9237202207575788,0.9397486696874031,5606788.15068362,-333112.9128187172,-0.5660997532266421,"[0.3, 0.5255, 2.0, 0.6]","[0.03, 0.55, 2.01, 0.37]",0.9896552823799184,0.0,0.000%,0.0,0.0
2402.TW,毅嘉,上市,電子零組件業,37.15,303572992,11277.736652799998,"[6148946.0, 5502842.0, 6478555.0, 7654149.0]","[4653521.0, 3731656.0, 4868415.0, 5518291.0]","[226792.0, 120190.0, 222893.0, 357407.0]","[154450.0, 66338.0, 169691.0, 219658.0]",0.961413618474869,0.9607915604792171,8409979.429908805,490083.37883125123,1.6143839924707506,"[0.5, 0.5, 0.5, 1.0]","[0.74, 0.4, 0.75, 1.2]",0.8684679800435402,1.181999778350609,3.182%,358.8232092572312,23.639995567012182
2404.TW,漢唐,上市,其他電子業,376.5,187587008,70626.508512,"[23920633.0, 35836642.0, 25606141.0, 48200310.0]","[16743839.0, 28808037.0, 18058615.0, 29815238.0]","[2815298.0, 4033304.0, 2769475.0, 3999485.0]","[2032638.0, 3148032.0, 1970547.0, 2994643.0]",0.91769930550027,0.9965807937884018,74081586.8054981,4691725.02264347,25.010927316690662,"[13.0, 17.0, 13.0, 15.0]","[14.77, 21.16, 14.53, 21.25]",0.9000503014819115,17.724541122110182,4.708%,3324.8936372696116,354.49082244220364
2405.TW,輔信,上市,電腦及週邊設備業,26.65,343427008,9152.3297632,"[3175090.0, 1744376.0, 1842202.0, 1734850.0]","[2468817.0, 1272910.0, 1320135.0, 1331880.0]","[4009.0, 58108.0, 195533.0, 55084.0]","[-9067.0, -21473.0, 20337.0, 80551.0]",0.9974121203372769,0.14547522330427104,1734395.3908136548,77741.49564077084,0.2263697782347125,"[0.0, 0.0, 0.0, 0.2]","[0.01, 0.17, 0.58, 0.16]",-0.19083419135889051,0.2829622227933906,1.062%,97.17686955096353,5.659244455867812
2406.TW,國碩,上市,光電業,26.65,350905984,9351.644473600001,"[8468615.0, 9554735.0, 8347818.0, 6731111.0]","[6367588.0, 6948694.0, 6086166.0, 5294162.0]","[151616.0, -535475.0, 24796.0, -154537.0]","[217206.0, -520941.0, 126960.0, -12383.0]",0.9912667333428663,0.989781206162278,2450701.190052975,-212381.24130334187,-0.6052368753658584,"[0.0, 0.0, 0.0, 0.0]","[0.74, -2.17, 0.09, -0.45]",,0.0,0.000%,0.0,0.0
2408.TW,南亞科,上市,半導體業,72.3,3098119936,223994.07137279998,"[51727458.0, 61005514.0, 85604158.0, 56952275.0]","[38611949.0, 46232094.0, 64205209.0, 48998722.0]","[9824599.0, 7686041.0, 22849015.0, 14619031.0]","[8538730.0, 6761892.0, 16394895.0, 15765451.0]",0.9612288524418512,0.8911729464538126,25755881.448272206,-6723450.108280593,-2.1701710221590957,"[1.50622288, 1.29660236, 3.70349933, 2.13037721]","[3.23, 2.51, 7.4, 4.72]",0.9936818528517627,0.0,0.000%,0.0,0.0
2409.TW,友達,上市,光電業,18.65,7667879936,143005.9608064,"[268791694.0, 270955381.0, 370685141.0, 246792674.0]","[206823485.0, 190420361.0, 277651105.0, 194144645.0]","[-19185258.0, 3376324.0, 61330628.0, -21101374.0]","[-10357238.0, -5058790.0, 50675294.0, -10893703.0]",0.9733136730828408,0.9790937681678297,246286239.71646374,-22647171.192658804,-2.9535114505813262,"[0.0, 0.3, 1.0, 0.8]","[-2.0, 0.36, 6.44, -2.39]",0.6026002096321884,0.988623078296064,5.301%,7580.643066332946,19.77246156592128
2412.TW,中華電,上市,通信網路業,118.5,7757450240,919257.85344,"[207520061.0, 207608998.0, 210477948.0, 216739234.0]","[152287496.0, 148129189.0, 150587632.0, 157238260.0]","[32788546.0, 33406130.0, 35753579.0, 36477157.0]","[25014993.0, 25194210.0, 27119256.0, 28075670.0]",0.8610078250981413,0.9910619356550716,219554410.40292892,37341407.63521096,4.8136187123271785,"[4.226, 4.306, 4.608, 4.702]","[4.23, 4.31, 4.61, 4.7]",0.9999843590959105,4.815503093643807,4.064%,37356.025629507894,96.31006187287613
2413.TW,環科,上市,電子零組件業,24.25,220208000,5340.044,"[3636647.0, 3801959.0, 4040354.0, 4834189.0]","[2695566.0, 2719758.0, 3078153.0, 3442116.0]","[-188856.0, -12273.0, 44706.0, 262577.0]","[-107793.0, -34942.0, -12484.0, 174246.0]",0.9694798849544939,0.9763390171599082,4973720.9957875395,242995.93671231045,1.1034836913841024,"[0.0, 0.0, 0.0, 0.5]","[-1.48, -0.1, 0.35, 2.07]",0.8468949669169555,0.25420045915154016,1.048%,55.97697470884235,5.084009183030803
2414.TW,精技,上市,電子通路業,40.85,161736000,6606.9156,"[18974025.0, 21557473.0, 23900560.0, 25070558.0]","[13598320.0, 16214790.0, 17949783.0, 18876689.0]","[293529.0, 364525.0, 556027.0, 498161.0]","[231767.0, 281460.0, 448102.0, 430198.0]",0.9970269633031137,0.9899606717150706,23509148.472932167,373407.52622644644,2.3087471325273685,"[1.5, 1.8, 2.8, 2.5]","[1.81, 2.25, 3.44, 3.08]",0.9992587125931172,1.8789093036201538,4.600%,303.8872751303092,37.57818607240308
2415.TW,錩新,上市,電子零組件業,27.3,90000000,2457.0,"[2189264.0, 1964549.0, 2447290.0, 2345734.0]","[1670254.0, 1338146.0, 1784959.0, 1847354.0]","[49948.0, 52665.0, 218339.0, 1214.0]","[36691.0, -14645.0, 175669.0, 15252.0]",0.9355839335647999,0.9289602393727793,2199610.1081549837,-35949.96388577042,-0.39944404317522686,"[0.5, 0.5, 0.85, 0.65]","[0.62, 0.66, 2.73, 0.01]",0.7691090275173623,0.47420035492850277,1.737%,42.67803194356525,9.484007098570055
2417.TW,圓剛,上市,電腦及週邊設備業,52.8,136776000,7221.7728,"[2947147.0, 7051145.0, 4714618.0, 3973899.0]","[2166218.0, 4855454.0, 3702672.0, 3088490.0]","[3578.0, 1233096.0, 42587.0, 31074.0]","[-35869.0, 929376.0, 66292.0, 63672.0]",0.9862748992559155,0.9968247439592766,3157128.8181325626,-4189.483342471352,-0.030630251962854245,"[0.10158091, 2.0, 0.15, 0.20021509]","[0.02, 6.41, 0.27, 0.23]",0.9996214118623536,0.09014162639460954,0.171%,12.329211091749116,1.8028325278921908
2419.TW,仲琦,上市,通信網路業,32.45,321316992,10426.736390400001,"[10325500.0, 10278461.0, 9681546.0, 12318229.0]","[7852895.0, 7003427.0, 7323962.0, 8642851.0]","[219959.0, 280010.0, 71582.0, 482193.0]","[147951.0, 173897.0, 50765.0, 350401.0]",0.8689656495934319,0.9939900800152431,9939136.71758957,69582.62728094733,0.2165544587226415,"[0.8, 1.0, 0.5]","[0.98, 0.87, 0.22]",0.8561888273162003,0.5182971918412592,1.597%,166.53769464448035,10.365943836825183
2420.TW,新巨,上市,電子零組件業,69.0,152648992,10532.780448,"[2669131.0, 2475359.0, 2662857.0, 2642175.0]","[1949557.0, 1791725.0, 2015697.0, 2057066.0]","[486389.0, 442737.0, 582520.0, 675837.0]","[360234.0, 327092.0, 429780.0, 534838.0]",0.8746718592351518,0.9937431593307091,2384102.0585603323,574897.9721508618,3.7661432585867436,"[2.0, 2.55, 3.0, 3.5]","[3.19, 2.9, 3.82, 4.43]",0.8606618205900973,2.9087330751911273,4.216%,444.0151719249858,58.17466150382254
2421.TW,建準,上市,電子零組件業,106.0,273444000,28985.064,"[11659915.0, 12781281.0, 13561804.0, 14063308.0]","[8398392.0, 9385898.0, 9837980.0, 10270479.0]","[680801.0, 851650.0, 429253.0, 1089095.0]","[463657.0, 699550.0, 255743.0, 809382.0]",0.9967059816828493,0.9839248682181218,13244909.835596517,1358871.4983882555,4.969469062726758,"[2.0, 2.4, 1.2, 2.6]","[2.71, 3.39, 1.71, 4.34]",0.9633249697932358,3.088944958026503,2.914%,844.6534651025992,61.77889916053006
2423.TW,固緯,上市,其他電子業,41.85,145047008,6070.2172848,"[2552976.0, 2306140.0, 2609162.0, 2885585.0]","[1863785.0, 1615225.0, 1912092.0, 2131879.0]","[312096.0, 199070.0, 289537.0, 403724.0]","[236794.0, 145362.0, 198643.0, 298981.0]",0.9971746844805149,0.9904510728610348,2921475.3131128415,381574.7852227601,2.630697388964825,"[1.5, 1.2, 1.5, 2.0]","[2.15, 1.37, 2.0, 2.78]",0.9792065114922817,1.8617609941073923,4.449%,270.0428618063829,37.235219882147845
2424.TW,隴華,上市,通信網路業,30.5,56275000,1716.3875,"[22860.0, 17978.0, 13108.0, 79428.0]","[15927.0, 12333.0, 14703.0, 52542.0]","[-109019.0, -140960.0, -223394.0, -170041.0]","[-78777.0, -125151.0, -162304.0, -133506.0]",0.9920566875430363,0.9516250797069596,97486.19625932546,-194147.1975827679,-3.449972413731993,"[0.0, 0.0, 0.0, 0.0]","[-3.63, -7.73, -8.57, -4.6]",,0.0,0.000%,0.0,0.0
2425.TW,承啟,上市,電腦及週邊設備業,37.25,96499000,3594.58775,"[4738182.0, 4672310.0, 6518064.0, 6198674.0]","[3394941.0, 3092814.0, 4541547.0, 4697112.0]","[106942.0, 145907.0, 122224.0, 320372.0]","[115596.0, 89798.0, 57129.0, 315049.0]",0.9692444627175827,0.9548162758054606,6798182.106599293,200753.19289602808,2.0803655260264673,"[0.3, 0.5, 0.6, 0.8]","[1.06, 1.51, 1.27, 3.32]",0.8543783873718259,0.5998268900554324,1.610%,57.882695063459174,11.996537801108648
2426.TW,鼎元,上市,光電業,19.7,300620992,5922.233542399999,"[2519855.0, 2428616.0, 3163375.0, 2419509.0]","[1905079.0, 1782633.0, 2422825.0, 1926323.0]","[179858.0, 304498.0, 724850.0, -181505.0]","[40018.0, 262138.0, 205434.0, -115459.0]",0.975243318716414,0.8154870793785436,2226537.792458654,-110553.13548149198,-0.36774922052513215,"[0.3, 0.75, 1.0, 0.0]","[0.6, 1.02, 2.41, -0.6]",0.9570245978142213,0.08959966204057426,0.455%,26.93553928550218,1.7919932408114851
2427.TW,三商電,上市,資訊服務業,32.5,196814000,6396.455,"[3039686.0, 3021959.0, 3490591.0, 3788642.0]","[1828030.0, 1969164.0, 2177551.0, 2661769.0]","[115872.0, 115553.0, 149232.0, 192050.0]","[70132.0, 105412.0, 104238.0, 175478.0]",0.9539447483316873,0.911368010099691,3840634.387533822,195588.0400840111,0.9937709720040805,"[0.35, 0.3, 0.35, 0.35]","[0.63, 0.63, 0.81, 1.04]",0.5056049217835765,0.3344421544984983,1.029%,65.82289819546745,6.688843089969965
2428.TW,興勤,上市,電子零組件業,183.0,128113000,23444.679,"[5814232.0, 5920258.0, 7500455.0, 7463135.0]","[4292023.0, 4213978.0, 5635379.0, 5588278.0]","[1115990.0, 1385016.0, 1577307.0, 1373833.0]","[828003.0, 956932.0, 1218839.0, 1204851.0]",0.9961868886301405,0.8318694570628128,7108405.83328776,1274491.117411233,9.948179477580206,"[4.2, 5.5, 6.3, 5.4]","[8.71, 10.81, 12.31, 10.72]",0.9991731292050516,4.946295833573272,2.703%,633.6847981265726,98.92591667146543
2429.TW,銘旺科,上市,光電業,37.0,58449000,2162.613,"[972295.0, 900394.0, 976588.0, 520739.0]","[637483.0, 599800.0, 783240.0, 402235.0]","[-126199.0, -61017.0, 2127.0, -49706.0]","[-24734.0, -57034.0, 2807.0, -31602.0]",0.9089543228288735,0.4338634975211191,597483.2216738029,-65670.20698232819,-1.123547143361361,"[0.0, 0.0, 0.0, 0.0]","[-3.95, -1.63, 0.05, -1.24]",,0.0,0.000%,0.0,0.0
2430.TW,燦坤,上市,電子通路業,35.9,116800000,4193.12,"[18916966.0, 19542720.0, 22710150.0, 22291231.0]","[14649984.0, 14548629.0, 16849883.0, 17171157.0]","[211826.0, 308372.0, 653692.0, 593134.0]","[161330.0, 208523.0, 456618.0, 469928.0]",0.9698946709488966,0.9867486483201283,20140941.668362096,284934.8960463521,2.439511096287261,"[1.0, 1.55, 3.54, 4.0]","[1.27, 1.85, 3.93, 4.29]",0.999542549455433,2.134700098134367,5.946%,249.33297146209404,42.69400196268734
2431.TW,聯昌,上市,電子零組件業,13.4,110927000,1486.4218,"[2967216.0, 2298426.0, 1566696.0, 1000634.0]","[2260137.0, 1728065.0, 1189682.0, 819577.0]","[8872.0, 46775.0, 114731.0, 10417.0]","[890.0, 44221.0, 134382.0, -4696.0]",0.9992098334184367,0.9987134770635788,544932.7880555232,-28177.45652665091,-0.2540180165933534,"[0.0, 0.25, 0.45, 0.1]","[0.08, 0.42, 1.03, 0.09]",0.9685348304696505,0.0,0.000%,0.0,0.0
