證券代碼,股票簡稱,上市板,所屬行業,最近收盤股價,流通股份,市值(百萬),Q4sales,Q3sales,Q4NI,Q3NI,corr,corr1,predict112Sales,predict112NI,predict112EPS,Div,EPS,corr,predict112Div,預估年度殖利率(%),預估配發股利總金額(百萬),預估殖利率5%股價
6560.TWO,欣普羅,上櫃,光電業,42.75,25875000,1106.15625,"[343218.0, 737184.0, 1228920.0, 364493.0]","[263710.0, 415785.0, 966650.0, 301892.0]","[29908.0, 108857.0, 192318.0, 33315.0]","[27858.0, 52588.0, 154451.0, 41305.0]",0.9668746811353284,0.9377691590893212,194748.21379596408,7245.731420141645,0.28002826744508774,"[2.0, 3.0, 5.0, 1.0]","[1.71, 6.22, 9.43, 1.29]",0.9665898245128313,0.8871586338785065,2.075%,22.955229651606356,17.74317267757013
6561.TWO,是方,上櫃,通信網路業,407.5,77866400,31730.558,"[2400002.0, 2564649.0, 2801046.0, 3080306.0]","[1792127.0, 1902267.0, 2091107.0, 2281697.0]","[542508.0, 607779.0, 686567.0, 836810.0]","[400030.0, 445262.0, 500024.0, 604304.0]",0.9994305672376678,0.9999999216698803,3261930.70517279,931348.7724044593,11.960855675932871,"[8.0, 8.8, 9.3, 9.0]","[7.83, 8.67, 9.75, 11.85]",0.6669847867954567,9.084194185615443,2.229%,707.3534981348064,181.68388371230884
6568.TWO,宏觀,上櫃,半導體業,133.0,30444000,4049.052,"[1128319.0, 1062851.0, 1031214.0, 1303136.0]","[867816.0, 743008.0, 766159.0, 837358.0]","[218686.0, 181976.0, 166464.0, 121647.0]","[190898.0, 112306.0, 127213.0, 69566.0]",0.631508717562711,0.9452469319487918,1119331.5398833272,125873.4057991425,4.134588286662151,"[6.0, 5.0, 5.0, 4.0]","[8.85, 7.43, 5.65, 4.05]",0.9373176629956385,4.1359276233748705,3.110%,125.91418056602456,82.7185524674974
6569.TWO,醫揚,上櫃,生技醫療業,224.0,33516000,7507.584,"[1482944.0, 1347304.0, 1201760.0, 1600265.0]","[1121914.0, 912998.0, 772610.0, 1113022.0]","[239377.0, 167075.0, 127551.0, 202963.0]","[190040.0, 98214.0, 53137.0, 127431.0]",0.9540424191799434,0.9892717356985516,1483909.2018951578,243542.9723571833,7.266468921028263,"[6.0, 5.5, 4.0, 5.0]","[10.88, 6.07, 4.22, 6.24]",0.8626880935498503,5.232508414486781,2.336%,175.37275201993896,104.65016828973562
6570.TWO,維田,上櫃,電腦及週邊設備業,59.9,37119200,2223.44008,"[772479.0, 607895.0, 874167.0, 1136925.0]","[578238.0, 452266.0, 612978.0, 840640.0]","[81709.0, 34293.0, 107790.0, 171637.0]","[61309.0, 33507.0, 73338.0, 134210.0]",0.9935913870232885,0.987398654803029,999434.6554559756,134012.48954205983,3.610328065854324,"[1.4, 1.0, 3.0, 4.0]","[3.01, 1.14, 3.58, 5.35]",0.9281087541109625,2.604708808342951,4.348%,96.68470719864365,52.094176166859015
6573.TW,虹揚-KY,上市,半導體業,17.3,80499296,1392.6378207999999,"[1757464.0, 1615250.0, 2097165.0, 1220492.0]","[1292023.0, 1125183.0, 1575067.0, 947559.0]","[-106238.0, -186714.0, -155577.0, -208091.0]","[-67707.0, -132835.0, -84362.0, -118994.0]",0.9826622010693141,0.8956663362700921,1246857.1871304885,-226572.08065628455,-2.814584622656632,"[0.0, 0.0, 0.0, 0.0]","[-1.57, -2.54, -1.93, -2.59]",,0.0,0.000%,0.0,0.0
6574.TWO,霈方,上櫃,生技醫療業,50.7,21990000,1114.893,"[1064096.0, 849853.0, 648269.0, 681247.0]","[758328.0, 606269.0, 446628.0, 512286.0]","[88934.0, 42080.0, 13818.0, 68046.0]","[54966.0, 32304.0, 497.0, 42196.0]",0.9916745361474828,0.9737182819401312,616597.8781160829,48241.72659321347,2.193802937390335,"[1.23, 1.38, 1.14, 3.5]","[4.04, 1.91, 0.63, 3.09]",0.32217366282405563,2.4848900582203557,4.901%,54.64273238026562,49.69780116440711
6576.TWO,逸達,上櫃,生技醫療業,83.3,135926000,11322.6358,"[75198.0, 230439.0, 226029.0, 301506.0]","[67617.0, 35632.0, 225583.0, 291750.0]","[-487212.0, -510713.0, -569267.0, -472638.0]","[-398669.0, -457784.0, -376043.0, -264585.0]",0.6528000781292442,0.35932056751554786,193901.78917382067,-571119.1754746214,-4.201691916738676,"[0.0, 0.0, 0.0, 0.0]","[-5.08, -5.04, -4.85, -4.0]",,0.0,0.000%,0.0,0.0
6577.TWO,勁豐,上櫃,電腦及週邊設備業,167.0,38255000,6388.585,"[1874393.0, 1771303.0, 1745768.0, 1885962.0]","[1348774.0, 1370739.0, 1114336.0, 1400647.0]","[206641.0, 203075.0, 162274.0, 194144.0]","[153543.0, 166380.0, 116409.0, 153591.0]",0.7013460160300775,0.9442487288998028,2071187.9780535984,253610.7853203024,6.629480729847142,"[5.0, 5.0, 3.85, 4.45]","[5.4, 5.31, 4.24, 5.08]",0.9679832199584222,6.202532978215424,3.714%,237.27789908163103,124.05065956430848
6578.TWO,達邦蛋白,上櫃,農業科技業,28.85,62815900,1812.238715,"[646599.0, 605222.0, 470629.0, 433630.0]","[520650.0, 417636.0, 343823.0, 318618.0]","[21192.0, 7193.0, -62446.0, -44664.0]","[24562.0, 6163.0, -49566.0, -32547.0]",0.9498217234882641,0.9965282144905357,413589.92518119264,-67581.21345792692,-1.075861580554078,"[0.5, 0.2, 0.0, 1.0]","[0.72, 0.24, -1.92, -1.15]",0.09714107316775765,0.9355318087564699,3.243%,58.76627254566554,18.710636175129398
6579.TW,研揚,上市,電腦及週邊設備業,180.0,160891008,28960.38144,"[6148380.0, 5898185.0, 6347704.0, 8352076.0]","[4577011.0, 4487421.0, 4231020.0, 6096534.0]","[552152.0, 382810.0, 451025.0, 1074460.0]","[368371.0, 267666.0, 149916.0, 778695.0]",0.952699286297709,0.9619519556367644,8208886.813520259,1186391.091703824,7.373880656548712,"[3.2, 3.0, 3.1, 5.0]","[5.17, 3.58, 4.22, 10.03]",0.9901913097662624,4.098781522507465,2.277%,659.4570907280006,81.97563045014928
6581.TW,鋼聯,上市,綠能環保,112.0,111271000,12462.352,"[1650701.0, 1622229.0, 1853873.0, 2637583.0]","[1286758.0, 1016933.0, 1145102.0, 1928521.0]","[398825.0, 407534.0, 564869.0, 984155.0]","[364301.0, 171270.0, 308068.0, 756064.0]",0.9442832531115097,0.9259859167946672,1986569.0444431242,501848.7403406071,4.510148559288647,"[2.6, 3.0, 4.0, 6.5]","[3.58, 3.66, 5.08, 8.84]",0.9956814915556904,3.4731279085707536,3.101%,386.4584155145763,69.46255817141507
6582.TW,申豐,上市,橡膠工業,69.5,106174000,7379.093,"[3271203.0, 5268419.0, 8161714.0, 1702563.0]","[2480599.0, 3327385.0, 7225037.0, 1421454.0]","[525375.0, 1777831.0, 3476386.0, 174993.0]","[415401.0, 947289.0, 3212993.0, 188366.0]",0.9703782041296378,0.9692108726294293,1421100.081422007,239464.88350659743,2.2554004135343626,"[4.5, 10.0, 15.0, 1.5]","[5.01, 16.85, 32.74, 1.65]",0.9863979605484426,2.7955022698145564,4.022%,296.8096579952907,55.910045396291125
6584.TWO,南俊國際,上櫃,電子零組件業,229.0,66140600,15146.1974,[1998723.0],[1601359.0],[130657.0],[158259.0],,,0.0,0.0,0.0,"[0.6, 0.0, 1.0, 1.2]","[0.78, -0.21, 1.72, 2.26]",0.994137752401537,0.1493702148678685,0.065%,9.879435633489743,2.98740429735737
6585.TW,鼎基,上市,其他業,175.0,70271504,12297.5132,"[2106291.0, 2539743.0, 2607212.0]","[1544786.0, 1913422.0, 1997828.0]","[42211.0, 280246.0, 265652.0]","[57589.0, 231860.0, 204510.0]",0.9986659719127008,0.9957975458324381,2623354.8807873633,362596.4568871115,5.159935909257207,"[1.5, 1.5, 3.0000239, 3.0]","[0.69, 1.02, 4.55, 4.0]",0.9913222753204415,3.3684761879995055,1.925%,236.707887918912,67.3695237599901
6588.TWO,東典光電,上櫃,通信網路業,34.5,26701000,921.1845,"[349651.0, 334568.0, 202812.0, 170177.0]","[240789.0, 255896.0, 145343.0, 147738.0]","[55880.0, 55784.0, 12903.0, -17618.0]","[35131.0, 41474.0, 12912.0, 10706.0]",0.9719154366169266,0.9428541118806943,94001.43627305017,-138170.53141335177,-5.174732459958495,"[1.5, 1.5, 0.75, 0.0]","[2.41, 2.23, 0.48, -0.66]",0.9918349636851789,0.0,0.000%,0.0,0.0
6589.TWO,台康生技,上櫃,生技醫療業,92.4,306108992,28284.470860800004,"[476085.0, 1071838.0, 1697359.0, 1481017.0]","[320338.0, 834927.0, 1273814.0, 1059705.0]","[-860925.0, -1041670.0, -42581.0, -115540.0]","[-578629.0, -746303.0, -45675.0, -7295.0]",0.995940314600257,0.9942147525077708,781434.8668203838,-738615.8754417531,-2.4129179303617225,"[0.0, 0.0, 0.0, 0.0]","[-5.39, -5.41, -0.18, -0.38]",,0.0,0.000%,0.0,0.0
6590.TWO,普鴻,上櫃,資訊服務業,78.1,21291000,1662.8270999999997,"[401035.0, 408254.0, 464191.0, 520522.0]","[268578.0, 299600.0, 333364.0, 375350.0]","[43280.0, 74839.0, 84825.0, 92078.0]","[18999.0, 48917.0, 56529.0, 58399.0]",0.9739934320633447,0.9919251140497113,652345.4931449385,128560.61529383756,6.038261016102464,"[2.15, 3.5, 3.8, 3.8]","[2.78, 4.09, 4.64, 4.74]",0.9893411247353239,5.020674380122424,6.429%,106.89517822718653,100.41348760244847
6591.TW,動力-KY,上市,電腦及週邊設備業,54.7,37651500,2059.53705,"[1184812.0, 1578165.0, 1839214.0, 1658588.0]","[848996.0, 1090019.0, 1346401.0, 1262299.0]","[89248.0, 163871.0, 218753.0, 226013.0]","[63899.0, 85845.0, 158685.0, 192048.0]",0.9786766956597746,0.9246090189397679,1444424.4419972606,148353.57760339347,3.9401770873243684,"[1.5, 2.75, 4.0, 4.0]","[3.44, 5.66, 6.83, 6.9]",0.9878014818370446,1.768913460581711,3.234%,66.60224516109228,35.37826921163422
6592.TW,和潤企業,上市,其他業,117.5,666499968,78313.74624,"[12116446.0, 14665572.0, 17957948.0, 22787250.0]","[8994535.0, 10709894.0, 12866424.0, 16561651.0]","[2235585.0, 2585551.0, 3141443.0, 3623387.0]","[1814739.0, 1868435.0, 2233430.0, 2696421.0]",0.9992374056117009,0.9731148497622066,29162082.648166034,3829129.516151653,5.7451308327019355,"[3.1, 3.5, 4.2, 3.5]","[5.81, 5.01, 6.1, 7.04]",0.12957043460457748,2.8562440224621675,2.431%,1903.686549571226,57.12488044924335
6593.TWO,台灣銘板,上櫃,資訊服務業,99.8,24629000,2457.9742,"[458259.0, 522134.0, 570765.0, 519718.0]","[378853.0, 369806.0, 421607.0, 403919.0]","[-12156.0, -4566.0, 16621.0, 2492.0]","[-1884.0, -19715.0, 15558.0, 5682.0]",0.6973695534236334,0.704864745229058,647176.832756124,18183.50972011991,0.7382967120110402,"[0.5, 0.5, 0.7, 0.5]","[-0.61, -0.23, 0.84, 0.12]",0.8754582769459709,0.6505292337005332,0.652%,16.02188449681043,13.010584674010662
6596.TWO,寬宏藝術,上櫃,文化創意業,73.6,33000000,2428.8,"[1612320.0, 973606.0, 302102.0, 1283084.0]","[1337667.0, 359707.0, 244422.0, 988747.0]","[223597.0, 86767.0, -85666.0, 1586.0]","[207260.0, -13982.0, -46190.0, 6554.0]",0.9121109234660435,0.8918036871554462,1238814.236564212,118583.43068305895,3.5934372934260286,"[4.5, 4.5, 0.0, 0.5]","[8.03, 3.01, -2.86, 0.05]",0.8785637154980809,3.0899566016003623,4.198%,101.96856785281196,61.79913203200724
6598.TW,ABC-KY,上市,生技醫療業,29.05,86534896,2513.8387288000004,"[104694.0, 299015.0, 319962.0, 390302.0]","[78875.0, 160506.0, 210436.0, 269566.0]","[-280073.0, -103496.0, -165199.0, -184733.0]","[-222599.0, -151005.0, -139727.0, -149522.0]",0.9607555211988601,0.8486025665495307,405214.7305876453,-166992.37471963084,-1.929769173347488,"[0.0, 0.0, 0.0, 0.0]","[-4.36, -1.33, -2.02, -2.26]",,0.0,0.000%,0.0,0.0
6603.TWO,富強鑫,上櫃,電機機械,20.8,154036992,3203.9694336,"[3309608.0, 3062517.0, 4328507.0, 4605204.0]","[2366381.0, 2113596.0, 3226762.0, 3422515.0]","[14527.0, 11811.0, 117642.0, 159455.0]","[2590.0, -6206.0, 97739.0, 128630.0]",0.9993108316987256,0.9983107125916786,3778700.692411888,21266.066429010025,0.13805817779803195,"[0.1, 0.05, 0.3, 0.3]","[0.1, 0.08, 0.8, 1.05]",0.9688962513856147,0.0919929450615216,0.442%,14.170316542498043,1.8398589012304318
6605.TW,帝寶,上市,汽車工業,238.5,165816000,39547.116,"[15589958.0, 14260153.0, 16131064.0, 17172748.0]","[11549242.0, 10363538.0, 12040537.0, 12696688.0]","[644337.0, 590450.0, 1135836.0, 1800307.0]","[586065.0, 370383.0, 812131.0, 1455037.0]",0.9959278729071909,0.9837247185662437,18139717.214312956,2135567.0173724825,12.879137220608882,"[1.5, 1.4, 3.0, 5.0]","[3.89, 3.56, 6.85, 10.86]",0.9998781816742155,6.000860894069314,2.516%,995.0387500109974,120.01721788138627
6606.TW,建德工業,上市,電機機械,26.75,110304000,2950.632,[901150.0],[693941.0],[143967.0],[106844.0],,,0.0,0.0,0.0,"[1.2, 2.0, 2.0, 2.25977276]","[0.77, 3.9, 1.6, 1.47]",0.4323972986225064,0.0,0.000%,0.0,0.0
6609.TWO,瀧澤科,上櫃,電機機械,52.0,72456000,3767.712,"[2646506.0, 2123597.0, 2943016.0, 3602751.0]","[1972864.0, 1561262.0, 2178911.0, 2545619.0]","[134835.0, 19209.0, 181534.0, 369715.0]","[118465.0, 3447.0, 123923.0, 274084.0]",0.9953976690487588,0.992413735837357,2841655.007308835,124200.77001739964,1.714154383590036,"[1.0, 0.8, 1.5, 3.0]","[1.86, 0.27, 2.51, 5.1]",0.9669781431009378,1.230173309748221,2.366%,89.13343733111711,24.60346619496442
6612.TWO,奈米醫材,上櫃,生技醫療業,148.5,43076400,6396.8454,"[419364.0, 362669.0, 393921.0, 511853.0]","[304932.0, 290844.0, 280848.0, 374338.0]","[81021.0, 51909.0, 58603.0, 128911.0]","[62904.0, 52632.0, 32401.0, 105576.0]",0.9517629925828058,0.9391561534622632,643995.2616407808,123256.21380612678,2.8613397081958283,"[0.5, 0.1, 0.5, 1.0]","[2.43, 1.55, 1.74, 3.81]",0.92450322817147,0.6843278386947934,0.461%,29.4783797107524,13.686556773895868
6613.TWO,朋億*,上櫃,其他電子業,182.5,74503296,13596.85152,"[4406270.0, 3877444.0, 6259858.0, 8592983.0]","[3305543.0, 2969118.0, 4082070.0, 6068424.0]","[496941.0, 407392.0, 568254.0, 796566.0]","[371920.0, 326672.0, 350319.0, 623215.0]",0.9870837578135084,0.9407618517643448,9345043.727256663,892332.2518276253,11.9770842329932,"[10.0, 8.0, 12.0, 8.5]","[14.65, 12.01, 16.75, 11.74]",0.9817408758494812,8.27821954201578,4.536%,616.7546408917862,165.56439084031558
6615.TWO,慧智,上櫃,生技醫療業,73.4,21362400,1568.0001600000003,"[509446.0, 488865.0, 508415.0, 495775.0]","[385477.0, 365260.0, 383090.0, 375350.0]","[62671.0, 34620.0, 56976.0, 42776.0]","[50660.0, 24686.0, 42998.0, 22782.0]",0.9807782189410528,0.9487918797161613,473366.28679795266,30547.05559655762,1.4299449311199874,"[2.6, 1.4, 2.0, 1.0]","[2.96, 1.63, 2.68, 2.0]",0.87026824880024,0.8641721168178105,1.177%,18.460790428308798,17.28344233635621
6616.TWO,特昇-KY,上櫃,居家生活,14.8,34231900,506.63212,"[1386627.0, 1259850.0, 894227.0, 1154415.0]","[1016751.0, 833382.0, 600585.0, 927233.0]","[91355.0, 54738.0, -34863.0, 26997.0]","[74500.0, 32431.0, -25480.0, 34804.0]",0.9106965894359076,0.9717801175265719,1042509.528803315,-20723.940481356636,-0.605398487415441,"[3.0, 2.0, 0.0, 0.1]","[3.9, 2.6, -1.08, 1.09]",0.9213439106465072,0.0,0.000%,0.0,0.0
6624.TWO,萬年清,上櫃,綠能環保,39.75,20880000,829.98,"[470510.0, 249818.0, 356760.0, 460178.0]","[354352.0, 170414.0, 137206.0, 197149.0]","[54306.0, -15463.0, 736.0, 24523.0]","[43876.0, -14697.0, -21161.0, -3204.0]",0.6301639088889103,0.9110527179503322,421169.31363817456,19822.203565315966,0.9493392512124504,"[2.0, 0.0, 0.0, 1.8]","[3.16, -0.86, 0.04, 1.36]",0.9112782532885186,0.9639671710002297,2.425%,20.127634530484794,19.279343420004594
6625.TW,必應,上市,其他業,103.0,44520400,4585.6012,"[1217045.0, 795225.0, 838370.0, 1302644.0]","[663896.0, 453415.0, 390129.0, 602916.0]","[3190.0, -129111.0, -87820.0, -13764.0]","[-51294.0, -106571.0, -117733.0, -78602.0]",0.9082445470375943,0.8748451851107012,3367225.684980692,473696.5106806518,10.639987751247784,"[0.1, 0.0, 0.0, 0.0]","[0.09, -3.3, -2.0, -0.31]",0.6249691584722912,0.0,0.000%,0.0,0.0
6629.TWO,泰金-KY,上櫃,居家生活,115.0,35716000,4107.34,"[1005820.0, 1264815.0, 1359221.0, 1352201.0]","[762442.0, 881679.0, 983505.0, 1069896.0]","[140392.0, 223644.0, 231709.0, 161653.0]","[120733.0, 182305.0, 172007.0, 151842.0]",0.9154372058045855,0.9299688331283041,1162144.8188113132,158691.12139220382,4.443138128351546,"[3.1, 4.5, 3.2, 2.27]","[4.38, 6.61, 6.51, 4.53]",0.729509595752712,2.226473191214355,1.936%,79.52071649741191,44.5294638242871
6640.TWO,均華,上櫃,半導體業,695.0,28276500,19652.1675,"[758006.0, 877331.0, 1482315.0, 1482663.0]","[592196.0, 630621.0, 1091464.0, 1161152.0]","[85429.0, 44522.0, 157506.0, 229720.0]","[78197.0, 47185.0, 128272.0, 223352.0]",0.9928100747712835,0.9870809023179451,960831.8373733201,53171.581262769854,1.8804159377139977,"[3.0, 3.0, 5.0, 6.0]","[3.02, 1.57, 5.84, 8.33]",0.9775338056759372,2.87918793214269,0.414%,81.41335756323278,57.5837586428538
6641.TW,基士德-KY,上市,綠能環保,42.0,36500000,1533.0,"[1992051.0, 1846674.0, 1960518.0, 1840584.0]","[1435300.0, 1243623.0, 1376318.0, 1356095.0]","[230905.0, 219358.0, 215623.0, 182390.0]","[170860.0, 132246.0, 139697.0, 130320.0]",0.783336121276259,0.6894365618936261,1800373.6692030844,114632.78867159582,3.1406243471670083,"[4.5, 4.5, 4.5, 3.5]","[6.79, 6.52, 6.3, 5.0]",0.9676315039924274,2.4148254986769464,5.750%,88.14113070170853,48.296509973538924
6642.TWO,富致,上櫃,電子零組件業,67.4,37399600,2520.73304,"[395246.0, 436274.0, 595500.0, 484325.0]","[291321.0, 309720.0, 436750.0, 385879.0]","[61757.0, 80800.0, 153247.0, 158791.0]","[46262.0, 53921.0, 107250.0, 152063.0]",0.966059385266597,0.9414852341340053,419760.9108142218,77278.54893999567,2.0662934614272794,"[1.5, 1.8, 3.6, 3.6]","[2.12, 2.57, 4.65, 4.25]",0.9904291463986411,1.4207945958209272,2.108%,53.13714956586435,28.41589191641854
6643.TWO,M31,上櫃,半導體業,1405.0,41811200,58744.736,"[869077.0, 981016.0, 1011879.0, 1360165.0]","[620703.0, 676416.0, 647757.0, 870930.0]","[308565.0, 322248.0, 252637.0, 379252.0]","[218005.0, 205813.0, 130868.0, 223445.0]",0.9803699553545027,0.8570444323125846,1768164.2251302062,447680.15708553966,10.707182694721501,"[7.5, 8.0, 6.30060208, 8.0]","[9.9, 10.34, 8.12, 12.16]",0.88473172648437,7.696930706769328,0.548%,321.8179091668737,153.93861413538653
6645.TW,金萬林-創,上市,生技醫療業,37.1,48968000,1816.7128,[],[],[],[],,,0.0,0.0,0.0,"[0.0, 0.0, 0.25, 0.1]","[-1.55, -1.02, 2.89, 1.07]",0.980109528490167,0.06775294766945963,0.183%,3.3177263414780995,1.3550589533891926
6649.TWO,台生材,上櫃,生技醫療業,30.9,42000000,1297.8,"[16543.0, 18075.0, 41674.0, 127306.0]","[9215.0, 5010.0, 34902.0, 81374.0]","[-71299.0, -55366.0, -47442.0, 33755.0]","[-53786.0, -53437.0, -32032.0, 18006.0]",0.9851657521976479,0.9806694368094917,86052.51363652108,2599.088657616295,0.061883063276578464,"[0.0, 0.0, 0.0, 0.2]","[-2.25, -1.68, -1.44, 0.83]",0.9679832317718821,0.13560834359226415,0.439%,5.695550430875095,2.712166871845283
6651.TWO,全宇昕,上櫃,半導體業,74.0,34601000,2560.474,"[1193172.0, 1626677.0, 1696432.0]","[847602.0, 1182694.0, 1284328.0]","[119299.0, 253022.0, 305481.0]","[76545.0, 191823.0, 247909.0]",0.9953978361966845,0.9987494735521665,1403270.6173052846,239879.7273330008,6.932739728129269,"[1.0, 3.0, 4.00000003, 6.0]","[3.59, 4.17, 7.77, 8.91]",0.9202787983098459,4.099884598980492,5.540%,141.86010700932403,81.99769197960984
6654.TWO,天正國際,上櫃,其他電子業,50.3,33262700,1673.11381,"[339976.0, 532202.0, 1156810.0, 559370.0]","[287657.0, 399686.0, 820253.0, 445925.0]","[18736.0, 68223.0, 231454.0, 28647.0]","[23755.0, 46983.0, 166799.0, 46412.0]",0.9987260841258435,0.9868457285748135,390525.31383808656,-38196.053026948226,-1.148314870018015,"[1.0, 1.5, 4.5, 1.0]","[0.57, 1.98, 6.26, 0.7]",0.9948327990065626,0.0,0.000%,0.0,0.0
6655.TW,科定,上市,其他業,128.0,78693904,10072.819712,"[2575521.0, 2088346.0, 2277463.0, 2433029.0]","[1831352.0, 1427812.0, 1587221.0, 1717049.0]","[155910.0, 294938.0, 537067.0, 389694.0]","[92048.0, 171693.0, 338423.0, 334879.0]",0.9999401795437426,0.9242650373005132,2395240.8833050225,283591.05801911966,3.6037233331201826,"[2.0, 8.0, 12.0, 0.0]","[2.25, 4.09, 7.68, 5.56]",0.5712510323903893,0.0,0.000%,0.0,0.0
6657.TW,華安,上市,生技醫療業,54.8,76224000,4177.0752,[7351.0],[4857.0],[-265664.0],[-219956.0],,,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]","[-2.85, -2.19, -2.0, -3.99]",,0.0,0.000%,0.0,0.0
6658.TW,聯策,上市,其他電子業,72.7,32870000,2389.649,[],[],[],[],,,0.0,0.0,0.0,"[1.2, 0.6, 1.2, 2.0]","[1.43, 2.64, 0.75, 3.97]",0.472016813365055,0.0,0.000%,0.0,0.0
6661.TWO,威健生技,上櫃,生技醫療業,31.45,23304000,732.9108,"[398096.0, 312650.0, 321899.0]","[292337.0, 206447.0, 249617.0]","[29774.0, 13703.0, 9552.0]","[20444.0, 139.0, 12111.0]",0.9098638393784074,0.6805572372538334,301917.43686062586,9982.997054130892,0.42838126734169635,"[1.341, 1.1018, 0.48435298, 0.18143885]","[1.49, 1.44, 0.59, 0.41]",0.983805771240392,0.2569222358429044,0.817%,5.987315784083044,5.138444716858088
6662.TWO,樂斯科,上櫃,生技醫療業,40.0,25612000,1024.48,"[346686.0, 298879.0, 227580.0, 235912.0]","[283729.0, 214349.0, 169010.0, 166556.0]","[54973.0, 62802.0, 45153.0, 42311.0]","[45458.0, 42499.0, 31798.0, 29758.0]",0.9793753728034068,0.8755573391536381,251597.26308571998,45544.2237878386,1.7782376927939483,"[1.9, 2.0, 1.6, 1.5]","[2.19, 2.45, 1.76, 1.65]",0.99214264332482,1.6017912330179975,4.004%,41.02507706005696,32.03582466035995
6664.TWO,群翊,上櫃,電子零組件業,307.0,57792000,17742.144,"[1668286.0, 1614244.0, 1911543.0, 2357053.0]","[1280228.0, 1203220.0, 1385398.0, 1742015.0]","[297149.0, 310937.0, 336501.0, 629159.0]","[250792.0, 228597.0, 225316.0, 500591.0]",0.9932086369289318,0.9837277261010988,2454183.8157205163,751991.9391177322,13.012042135896529,"[4.2, 4.3, 4.9, 7.0]","[5.4, 5.65, 6.12, 11.44]",0.9902835988805394,7.73256942270349,2.519%,446.8806520768801,154.65138845406977
6666.TW,羅麗芬-KY,上市,生技醫療業,62.1,47388000,2942.7948,"[1445695.0, 844885.0, 916866.0, 865506.0]","[1027142.0, 491232.0, 662215.0, 676039.0]","[497740.0, 104147.0, 70240.0, 54814.0]","[361636.0, 39601.0, 45228.0, 77298.0]",0.9489436205625605,0.9808640658683503,1034993.4664864461,123759.54814175772,2.611622101412968,"[7.0, 2.0, 1.5, 1.1]","[10.5, 2.2, 1.48, 1.16]",0.9991855942347865,2.144865081469714,3.454%,101.6408664806868,42.89730162939428
6667.TWO,信紘科,上櫃,其他電子業,209.5,45182700,9465.77565,"[1245395.0, 1295835.0, 1761103.0, 2467205.0]","[921602.0, 985881.0, 1250312.0, 1879615.0]","[40065.0, 73554.0, 130103.0, 211155.0]","[27783.0, 76332.0, 89899.0, 154944.0]",0.9952362527210574,0.9735176773418326,2402412.2128212117,339701.52620712284,7.518398108283101,"[2.0, 1.66, 2.93999999, 4.24]","[1.15, 2.04, 3.27, 5.11]",0.9446113316528993,5.65236034788592,2.698%,255.38890189042513,113.04720695771839
6668.TW,中揚光,上市,光電業,62.3,91213000,5682.5699,"[1392749.0, 1689699.0, 1266112.0, 1204869.0]","[971083.0, 1295512.0, 1003952.0, 934894.0]","[119085.0, 125729.0, -290515.0, -354624.0]","[99284.0, 56282.0, -139681.0, -161262.0]",0.9395727857565064,0.9892440686372708,919190.8798741082,-441466.7089044252,-4.839953832287341,"[0.8, 1.75, 0.0, 0.0]","[1.75, 1.85, -4.02, -4.53]",0.8885196089811319,0.0,0.000%,0.0,0.0
6669.TW,緯穎,上市,電腦及週邊設備業,2620.0,174840992,458083.39904,"[163600423.0, 186927647.0, 192625942.0, 292876040.0]","[114046044.0, 134413639.0, 135746985.0, 205436641.0]","[6169254.0, 8609657.0, 8648012.0, 14174709.0]","[4220472.0, 5877325.0, 6034156.0, 10224411.0]",0.9990686046897606,0.9995082788927467,260528426.38479546,11967301.501566289,68.44677191928933,"[22.99881606, 32.0, 25.0, 50.0]","[36.42, 49.25, 49.46, 81.07]",0.9658926221970945,41.485114202545944,1.583%,7253.298520406422,829.7022840509188
6670.TW,復盛應用,上市,運動休閒,299.0,133131000,39806.169,"[17200853.0, 14229734.0, 23215008.0, 33716308.0]","[12119433.0, 9273955.0, 16912126.0, 24499617.0]","[2176302.0, 1129679.0, 2362987.0, 4801205.0]","[1445842.0, 642408.0, 1772645.0, 3696747.0]",0.998817111983008,0.9985037123493745,24243142.033189263,2395468.3206943795,17.9933172641562,"[8.0, 6.6, 12.0, 22.0]","[16.61, 8.62, 18.03, 36.64]",0.9760274255582058,11.015642514088878,3.684%,1466.5235035431665,220.31285028177754
6671.TW,三能-KY,上市,居家生活,47.0,60750000,2855.25,"[1895403.0, 1913403.0, 2067136.0, 1861962.0]","[1359547.0, 1364175.0, 1499980.0, 1368722.0]","[188940.0, 222118.0, 212787.0, 147736.0]","[118160.0, 153442.0, 158247.0, 96693.0]",0.9624782458864587,0.9570364775872484,1941580.4024170889,190530.93199641455,3.1363116378010623,"[3.0, 3.0, 3.0, 2.0]","[3.11, 3.66, 3.5, 2.43]",0.9067347502271889,2.717978191491825,5.783%,165.11717513312837,54.359563829836496
6672.TW,騰輝電子-KY,上市,電子零組件業,77.4,71435000,5529.069,"[5453285.0, 4830183.0, 7667219.0, 5612825.0]","[4013475.0, 3625087.0, 5768888.0, 4386433.0]","[471742.0, 373253.0, 827812.0, 466427.0]","[363324.0, 299700.0, 708247.0, 372018.0]",0.9935267696370191,0.9981629209607389,4831472.994383124,431867.41736926127,6.04559973919313,"[5.0, 3.2, 6.6, 3.6]","[6.85, 5.28, 11.72, 6.6]",0.9339505664432266,3.8015703052650642,4.912%,271.56517475660985,76.03140610530129
